Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Team,MP.1,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Expected_Ast,Expected_xAG,Expected_xA,Expected_A-xAG,Expected_KP,Expected_1/3,Expected_PPA,Expected_CrsPA,Expected_PrgP
Hamed Junior Traorè,ci CIV,MF,23.0,,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.34,0.07,0.41,0.34,0.41,Matches,Bournemouth,3.0,,,,,,,,,,,,,,,,0.0,3.0,2.0,66.7,5.74,3.83,0.0,0.0,25.9,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2,18,27,66.7,244,59,10,11,90.9,6,8,75.0,1,3,33.3,0,0.0,0.0,0.0,1,3,0,0,3
Romain Faivre,fr FRA,"MF,FW",25.0,,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,Matches,Bournemouth,5.0,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,4.39,0.0,0.0,,17.0,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2,19,26,73.1,251,114,9,12,75.0,7,7,100.0,1,3,33.3,0,0.0,0.0,0.0,0,2,1,0,5
Dominic Sadi,eng ENG,FW,19.0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
Michael DaCosta,es ESP,FW,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Greenwood,ie IRL,DF,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gavin Kilkenny,ie IRL,MF,23.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emiliano Marcondes,dk DEN,"FW,MF",28.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callan Mckenna,sct SCO,GK,16.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Randolph,ie IRL,GK,36.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maxwell Wellings,eng ENG,DF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernd Leno,de GER,GK,31.0,,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham,38.0,61.0,1.61,190.0,133.0,72.1,13.0,8.0,17.0,10.0,26.3,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1250,1577,79.3,29886,18166,266,268,99.3,746,750,99.5,235,551,42.6,0,0.0,0.0,0.0,0,23,0,0,0
Antonee Robinson,us USA,DF,25.0,,37,3265.0,36.3,0.0,6.0,6.0,0.0,0.0,0.0,6.0,0.0,0.7,0.7,4.2,4.8,99.0,129.0,194.0,0.0,0.17,0.17,0.0,0.17,0.02,0.11,0.13,0.02,0.13,Matches,Fulham,37.0,,,,,,,,,,,,,,,,0.0,16.0,7.0,43.8,0.44,0.19,0.0,0.0,22.9,0.0,0.0,0.0,0.7,0.7,0.04,-0.7,-0.7,1514,2054,73.7,27304,9830,664,796,83.4,643,813,79.1,176,324,54.3,6,4.2,3.7,+1.8,33,113,46,26,129
Andreas Pereira,br BRA,MF,27.0,,34,2613.0,29.0,3.0,7.0,10.0,3.0,0.0,0.0,6.0,0.0,4.6,4.6,7.1,11.7,56.0,138.0,125.0,0.1,0.24,0.34,0.1,0.34,0.16,0.24,0.4,0.16,0.4,Matches,Fulham,37.0,,,,,,,,,,,,,,,,3.0,52.0,16.0,30.8,1.79,0.55,0.06,0.19,21.9,7.0,0.0,0.0,4.6,4.6,0.09,-1.6,-1.6,912,1295,70.4,16256,5305,436,500,87.2,309,400,77.3,133,289,46.0,7,7.1,5.7,-0.1,84,95,34,11,138
João Palhinha,pt POR,MF,28.0,,31,2699.0,30.0,4.0,1.0,5.0,4.0,0.0,0.0,13.0,0.0,3.3,3.3,0.8,4.1,8.0,97.0,14.0,0.13,0.03,0.17,0.13,0.17,0.11,0.03,0.14,0.11,0.14,Matches,Fulham,33.0,,,,,,,,,,,,,,,,4.0,45.0,14.0,31.1,1.5,0.47,0.09,0.29,17.9,1.0,0.0,0.0,3.3,3.3,0.07,0.7,0.7,1098,1333,82.4,19131,5348,522,586,89.1,449,503,89.3,101,163,62.0,1,0.8,1.0,+0.2,13,96,7,1,97
Timothy Castagne,be BEL,DF,27.0,,29,2634.0,29.3,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,1.9,3.5,48.0,77.0,113.0,0.03,0.1,0.14,0.03,0.14,0.06,0.07,0.12,0.06,0.12,Matches,Fulham,34.0,,,,,,,,,,,,,,,,1.0,14.0,4.0,28.6,0.48,0.14,0.07,0.25,11.3,0.0,0.0,0.0,1.6,1.6,0.12,-0.6,-0.6,1350,1662,81.2,21238,7361,705,794,88.8,514,595,86.4,91,162,56.2,3,1.9,1.8,+1.1,18,74,17,8,77
Calvin Bassey,ng NGA,DF,23.0,,25,2303.0,25.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.3,0.3,0.0,0.4,15.0,62.0,4.0,0.04,0.0,0.04,0.04,0.04,0.01,0.0,0.01,0.01,0.01,Matches,Fulham,29.0,,,,,,,,,,,,,,,,1.0,5.0,1.0,20.0,0.2,0.04,0.2,1.0,10.1,0.0,0.0,0.0,0.3,0.3,0.07,0.7,0.7,1440,1674,86.0,27276,9421,483,514,94.0,787,855,92.0,141,246,57.3,0,0.0,0.2,0.0,1,80,2,0,62
Alex Iwobi,ng NGA,"FW,MF",27.0,,25,2192.0,24.4,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,5.3,5.3,4.7,10.0,109.0,147.0,175.0,0.21,0.08,0.29,0.21,0.29,0.22,0.19,0.41,0.22,0.41,Matches,Fulham,30.0,,,,,,,,,,,,,,,,5.0,51.0,18.0,35.3,2.09,0.74,0.1,0.28,18.5,0.0,0.0,0.0,5.3,5.3,0.1,-0.3,-0.3,821,1051,78.1,13556,4268,400,451,88.7,325,403,80.6,66,118,55.9,2,4.7,4.0,-2.7,49,84,46,8,147
Willian,br BRA,FW,34.0,,24,2053.0,22.8,4.0,2.0,6.0,2.0,2.0,2.0,1.0,0.0,5.1,3.6,3.9,7.5,92.0,153.0,181.0,0.18,0.09,0.26,0.09,0.18,0.22,0.17,0.4,0.16,0.33,Matches,Fulham,31.0,,,,,,,,,,,,,,,,4.0,43.0,16.0,37.2,1.89,0.7,0.05,0.13,20.4,2.0,2.0,2.0,5.1,3.6,0.08,-1.1,-1.6,932,1145,81.4,16128,3848,460,513,89.7,337,407,82.8,109,157,69.4,2,3.9,4.5,-1.9,44,59,69,9,153
Tosin Adarabioyo,eng ENG,DF,25.0,,18,1617.0,18.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.7,0.7,0.1,0.8,10.0,62.0,5.0,0.11,0.0,0.11,0.11,0.11,0.04,0.01,0.05,0.04,0.05,Matches,Fulham,20.0,,,,,,,,,,,,,,,,2.0,14.0,5.0,35.7,0.78,0.28,0.14,0.4,14.2,0.0,0.0,0.0,0.7,0.7,0.05,1.3,1.3,1028,1216,84.5,21010,7956,277,307,90.2,627,699,89.7,115,177,65.0,0,0.1,0.3,-0.1,2,47,2,0,62
Rodrigo Muniz,br BRA,FW,22.0,,18,1593.0,17.7,9.0,1.0,10.0,9.0,0.0,0.0,1.0,0.0,8.7,8.7,2.0,10.7,8.0,19.0,76.0,0.51,0.06,0.56,0.51,0.56,0.49,0.12,0.61,0.49,0.61,Matches,Fulham,26.0,,,,,,,,,,,,,,,,9.0,73.0,26.0,35.6,4.12,1.47,0.12,0.35,11.8,0.0,0.0,0.0,8.7,8.7,0.12,0.3,0.3,136,222,61.3,2018,532,74,113,65.5,39,64,60.9,12,16,75.0,1,2.0,0.9,-1.0,18,14,7,0,19
Raúl Jiménez,mx MEX,FW,32.0,,18,1395.0,15.5,7.0,0.0,7.0,7.0,0.0,0.0,3.0,1.0,5.2,5.2,1.5,6.6,11.0,24.0,87.0,0.45,0.0,0.45,0.45,0.45,0.33,0.1,0.43,0.33,0.43,Matches,Fulham,24.0,,,,,,,,,,,,,,,,7.0,41.0,17.0,41.5,2.65,1.1,0.17,0.41,14.7,0.0,0.0,0.0,5.2,5.2,0.13,1.8,1.8,262,382,68.6,3408,717,162,201,80.6,54,90,60.0,17,33,51.5,0,1.5,1.0,-1.5,11,23,11,2,24
Tim Ream,us USA,DF,35.0,,17,1503.0,16.7,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,11.0,65.0,3.0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,Matches,Fulham,18.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,100.0,0.06,0.06,1.0,1.0,1.3,0.0,0.0,0.0,1.0,1.0,0.96,0.0,0.0,944,1060,89.1,18892,6949,308,333,92.5,515,559,92.1,110,143,76.9,0,0.0,0.1,0.0,0,78,1,0,65
Bobby Reid,jm JAM,FW,30.0,,17,1423.0,15.8,6.0,2.0,8.0,6.0,0.0,0.0,4.0,0.0,4.6,4.6,1.8,6.4,35.0,47.0,95.0,0.38,0.13,0.51,0.38,0.51,0.28,0.11,0.4,0.28,0.4,Matches,Fulham,33.0,,,,,,,,,,,,,,,,6.0,33.0,8.0,24.2,2.09,0.51,0.18,0.75,15.7,0.0,0.0,0.0,4.6,4.6,0.14,1.4,1.4,364,487,74.7,5129,1431,211,240,87.9,112,157,71.3,17,37,45.9,2,1.8,1.2,+0.2,17,25,17,5,47
Harry Wilson,wls WAL,FW,26.0,,16,1620.0,18.0,4.0,6.0,10.0,4.0,0.0,0.0,6.0,0.0,3.4,3.4,3.5,6.8,41.0,60.0,130.0,0.22,0.33,0.56,0.22,0.56,0.19,0.19,0.38,0.19,0.38,Matches,Fulham,35.0,,,,,,,,,,,,,,,,4.0,40.0,13.0,32.5,2.22,0.72,0.1,0.31,19.1,3.0,0.0,0.0,3.4,3.4,0.08,0.6,0.6,478,632,75.6,7538,1644,254,294,86.4,153,196,78.1,48,83,57.8,6,3.5,2.7,+2.5,22,34,26,7,60
Issa Diop,fr FRA,DF,26.0,,16,1424.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.3,0.3,0.0,0.3,11.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Fulham,18.0,,,,,,,,,,,,,,,,0.0,5.0,1.0,20.0,0.32,0.06,0.0,0.0,14.6,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3,950,1080,88.0,17646,6371,333,358,93.0,555,594,93.4,53,98,54.1,0,0.0,0.4,0.0,0,60,3,0,66
Harrison Reed,eng ENG,MF,28.0,,15,1325.0,14.7,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,1.1,1.4,10.0,56.0,40.0,0.0,0.14,0.14,0.0,0.14,0.02,0.07,0.09,0.02,0.09,Matches,Fulham,27.0,,,,,,,,,,,,,,,,0.0,9.0,2.0,22.2,0.61,0.14,0.0,0.0,23.6,1.0,0.0,0.0,0.3,0.3,0.03,-0.3,-0.3,627,748,83.8,9667,2279,306,341,89.7,263,298,88.3,33,51,64.7,2,1.1,1.5,+0.9,14,40,15,2,56
Tom Cairney,sct SCO,MF,32.0,,14,1488.0,16.5,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,2.3,3.4,35.0,145.0,72.0,0.06,0.24,0.3,0.06,0.3,0.07,0.14,0.2,0.07,0.2,Matches,Fulham,34.0,,,,,,,,,,,,,,,,1.0,17.0,8.0,47.1,1.03,0.48,0.06,0.13,21.2,0.0,0.0,0.0,1.1,1.1,0.06,-0.1,-0.1,1126,1272,88.5,17463,3797,603,644,93.6,422,454,93.0,68,109,62.4,4,2.3,2.5,+1.7,26,84,25,4,145
Saša Lukić,rs SRB,MF,26.0,,13,1122.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,0.8,2.4,12.0,43.0,27.0,0.08,0.0,0.08,0.08,0.08,0.13,0.06,0.19,0.13,0.19,Matches,Fulham,24.0,,,,,,,,,,,,,,,,1.0,13.0,3.0,23.1,1.04,0.24,0.08,0.33,17.1,0.0,0.0,0.0,1.6,1.6,0.12,-0.6,-0.6,428,496,86.3,6753,1796,204,229,89.1,193,210,91.9,20,29,69.0,0,0.8,0.5,-0.8,11,31,5,0,43
Kenny Tete,nl NED,DF,27.0,,10,867.0,9.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,0.4,1.2,20.0,54.0,38.0,0.1,0.0,0.1,0.1,0.1,0.09,0.04,0.13,0.09,0.13,Matches,Fulham,14.0,,,,,,,,,,,,,,,,1.0,4.0,1.0,25.0,0.42,0.1,0.25,1.0,7.9,0.0,0.0,0.0,0.9,0.9,0.21,0.1,0.1,418,523,79.9,6413,2614,236,269,87.7,146,181,80.7,27,44,61.4,0,0.4,0.5,-0.4,3,45,10,7,54
Carlos Vinícius,br BRA,FW,28.0,,2,315.0,3.5,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.6,1.6,0.8,2.4,3.0,3.0,13.0,0.57,0.0,0.57,0.57,0.57,0.46,0.23,0.69,0.46,0.69,Matches,Fulham,13.0,,,,,,,,,,,,,,,,2.0,9.0,5.0,55.6,2.57,1.43,0.22,0.4,10.9,0.0,0.0,0.0,1.6,1.6,0.18,0.4,0.4,46,62,74.2,587,115,28,34,82.4,14,21,66.7,1,1,100.0,0,0.8,0.1,-0.8,5,1,0,0,3
Adama Traoré,es ESP,"FW,MF",27.0,,1,377.0,4.2,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,1.5,1.5,0.7,2.2,29.0,16.0,48.0,0.48,0.72,1.19,0.48,1.19,0.36,0.17,0.53,0.36,0.53,Matches,Fulham,17.0,,,,,,,,,,,,,,,,2.0,11.0,7.0,63.6,2.63,1.67,0.18,0.29,16.0,0.0,0.0,0.0,1.5,1.5,0.14,0.5,0.5,97,139,69.8,1487,457,52,62,83.9,38,52,73.1,5,12,41.7,3,0.7,0.9,+2.3,7,3,9,4,16
Armando Broja,al ALB,FW,21.0,,0,88.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,2.0,7.0,0.0,1.02,1.02,0.0,1.02,0.0,0.41,0.41,0.0,0.41,Matches,Fulham,8.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,19,27,70.4,200,71,15,19,78.9,4,5,80.0,0,0,,1,0.4,0.0,+0.6,1,4,1,0,2
Luke Harris,wls WAL,MF,18.0,,0,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,Fulham,1.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,100.0,1.2,1.2,0.0,0.0,11.2,0.0,0.0,0.0,0.3,0.3,0.28,-0.3,-0.3,11,14,78.6,172,14,5,8,62.5,4,4,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,1,0,1
Fodé Ballo-Touré,sn SEN,"DF,MF",26.0,,0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Fulham,6.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,56,78,71.8,1002,224,23,30,76.7,26,33,78.8,6,8,75.0,0,0.0,0.0,0.0,0,3,0,0,0
Aleksandar Mitrović,rs SRB,FW,28.0,,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,Matches,Fulham,1.0,,,,,,,,,,,,,,,,0.0,2.0,1.0,50.0,5.45,2.73,0.0,0.0,11.0,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2,4,8,50.0,78,24,1,3,33.3,2,4,50.0,1,1,100.0,0,0.0,0.0,0.0,0,1,1,0,1
Marek Rodák,sk SVK,GK,26.0,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,Matches,Fulham,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luc De Fougerolles,ca CAN,DF,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Dibley-Dias,nz NZL,MF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrese Francois,au AUS,MF,23.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua King,eng ENG,MF,16.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Mbabu,ch SUI,DF,28.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristian Sekularac,ch SUI,MF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jay Stansfield,eng ENG,"FW,MF",20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Devan Tanton,co COL,DF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Fulham,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Kilman,eng ENG,DF,26.0,,38,3420.0,38.0,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.8,1.8,1.4,3.2,22.0,117.0,5.0,0.05,0.0,0.05,0.05,0.05,0.05,0.04,0.08,0.05,0.08,Matches,Wolves,38.0,,,,,,,,,,,,,,,,2.0,14.0,5.0,35.7,0.37,0.13,0.14,0.4,9.8,0.0,0.0,0.0,1.8,1.8,0.13,0.2,0.2,1979,2309,85.7,36846,13119,766,824,93.0,1008,1087,92.7,183,346,52.9,0,1.4,1.1,-1.4,17,109,11,1,117
Nélson Semedo,pt POR,"DF,MF",29.0,,36,3084.0,34.3,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,1.3,1.3,1.7,3.0,103.0,138.0,150.0,0.0,0.03,0.03,0.0,0.03,0.04,0.05,0.09,0.04,0.09,Matches,Wolves,36.0,,,,,,,,,,,,,,,,0.0,17.0,4.0,23.5,0.5,0.12,0.0,0.0,19.7,0.0,0.0,0.0,1.3,1.3,0.07,-1.3,-1.3,1474,1849,79.7,21759,7306,876,969,90.4,495,616,80.4,69,158,43.7,1,1.7,1.8,-0.7,24,101,25,10,138
José Sá,pt POR,GK,30.0,,35,3037.0,33.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,Matches,Wolves,35.0,58.0,1.72,188.0,131.0,73.4,12.0,7.0,16.0,4.0,11.4,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,720,1097,65.6,17257,11201,186,190,97.9,360,369,97.6,162,522,31.0,1,0.0,0.0,+1.0,1,8,0,0,1
Mario Lemina,ga GAB,MF,29.0,,34,2968.0,33.0,4.0,1.0,5.0,4.0,0.0,0.0,12.0,1.0,4.6,4.6,1.5,6.2,32.0,76.0,49.0,0.12,0.03,0.15,0.12,0.15,0.14,0.05,0.19,0.14,0.19,Matches,Wolves,35.0,,,,,,,,,,,,,,,,4.0,48.0,18.0,37.5,1.46,0.55,0.08,0.22,16.6,0.0,0.0,0.0,4.6,4.6,0.1,-0.6,-0.6,1261,1470,85.8,20364,5341,654,718,91.1,485,550,88.2,92,146,63.0,1,1.5,1.3,-0.5,20,65,8,3,76
João Gomes,br BRA,MF,22.0,,32,2649.0,29.4,2.0,1.0,3.0,2.0,0.0,0.0,11.0,0.0,1.7,1.7,1.1,2.8,28.0,101.0,44.0,0.07,0.03,0.1,0.07,0.1,0.06,0.04,0.1,0.06,0.1,Matches,Wolves,34.0,,,,,,,,,,,,,,,,2.0,26.0,7.0,26.9,0.88,0.24,0.08,0.29,18.5,0.0,0.0,0.0,1.7,1.7,0.07,0.3,0.3,1051,1279,82.2,15291,4174,596,665,89.6,342,404,84.7,50,94,53.2,1,1.1,1.7,-0.1,20,73,23,5,101
Toti Gomes,pt POR,DF,24.0,,31,2772.0,30.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,1.6,1.6,1.2,2.8,22.0,79.0,11.0,0.03,0.1,0.13,0.03,0.13,0.05,0.04,0.09,0.05,0.09,Matches,Wolves,35.0,,,,,,,,,,,,,,,,1.0,10.0,5.0,50.0,0.32,0.16,0.1,0.2,9.9,0.0,0.0,0.0,1.6,1.6,0.16,-0.6,-0.6,1516,1847,82.1,23316,8336,782,859,91.0,631,748,84.4,60,153,39.2,3,1.2,0.6,+1.8,6,78,6,1,79
Matheus Cunha,br BRA,"FW,MF",24.0,,29,2440.0,27.1,12.0,7.0,19.0,11.0,1.0,1.0,9.0,0.0,9.5,8.7,3.2,11.9,107.0,87.0,139.0,0.44,0.26,0.7,0.41,0.66,0.35,0.12,0.47,0.32,0.44,Matches,Wolves,32.0,,,,,,,,,,,,,,,,12.0,72.0,36.0,50.0,2.66,1.33,0.15,0.31,18.0,0.0,1.0,1.0,9.5,8.7,0.12,2.5,2.3,658,831,79.2,8887,2308,411,476,86.3,182,229,79.5,32,57,56.1,7,3.2,3.0,+3.8,28,56,31,1,87
Rayan Aït-Nouri,dz ALG,"DF,MF",22.0,,29,2329.0,25.9,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,3.3,3.3,2.4,5.6,67.0,99.0,99.0,0.08,0.04,0.12,0.08,0.12,0.13,0.09,0.22,0.13,0.22,Matches,Wolves,33.0,,,,,,,,,,,,,,,,2.0,24.0,8.0,33.3,0.93,0.31,0.08,0.25,16.8,0.0,0.0,0.0,3.3,3.3,0.14,-1.3,-1.3,1005,1190,84.5,13946,3935,627,688,91.1,297,344,86.3,38,72,52.8,1,2.4,1.7,-1.4,25,60,13,4,99
Craig Dawson,eng ENG,DF,33.0,,25,2209.0,24.5,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.5,1.5,1.4,2.9,1.0,49.0,4.0,0.04,0.04,0.08,0.04,0.08,0.06,0.06,0.12,0.06,0.12,Matches,Wolves,25.0,,,,,,,,,,,,,,,,1.0,16.0,5.0,31.3,0.65,0.2,0.06,0.2,11.2,0.0,0.0,0.0,1.5,1.5,0.09,-0.5,-0.5,1104,1277,86.5,23417,8062,296,333,88.9,640,679,94.3,158,237,66.7,1,1.4,0.6,-0.4,9,52,2,0,49
Hwang Hee-chan,kr KOR,"FW,MF",27.0,,25,2119.0,23.5,12.0,3.0,15.0,11.0,1.0,1.0,6.0,0.0,7.7,6.9,3.0,9.9,37.0,37.0,120.0,0.51,0.13,0.64,0.47,0.59,0.33,0.13,0.45,0.29,0.42,Matches,Wolves,29.0,,,,,,,,,,,,,,,,12.0,44.0,17.0,38.6,1.87,0.72,0.25,0.65,12.2,0.0,1.0,1.0,7.7,6.9,0.16,4.3,4.1,424,551,77.0,5661,1028,256,312,82.1,131,162,80.9,13,21,61.9,3,3.0,2.9,0.0,17,19,7,2,37
