Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Team,MP.1,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Expected_Ast,Expected_xAG,Expected_xA,Expected_A-xAG,Expected_KP,Expected_1/3,Expected_PPA,Expected_CrsPA,Expected_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err
Lewis Cook,eng ENG,MF,26.0,,32,2786.0,31.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,1.0,0.4,0.4,4.3,4.6,22.0,142.0,15.0,0.0,0.1,0.1,0.0,0.1,0.01,0.14,0.15,0.01,0.15,Matches,Bournemouth,33.0,,,,,,,,,,,,,,,,0.0,12.0,4.0,33.3,0.39,0.13,0.0,0.0,24.0,0.0,0.0,0.0,0.4,0.4,0.03,-0.4,-0.4,1135.0,1487.0,76.3,20294.0,6864.0,458.0,539.0,85.0,539.0,616.0,87.5,112.0,257.0,43.6,3.0,4.3,3.0,-1.3,46.0,138.0,20.0,4.0,142.0,1290.0,195.0,88.0,2.0,3.0,132.0,10.0,93.0,81.0,5.0,1.0,1135.0,2.0,25.0,77.0,2.49,48.0,22.0,2.0,2.0,0.0,3.0,4.0,0.13,3.0,0.0,0.0,0.0,0.0,1.0,61,41,24,30,7,34,63,54.0,29,32,11,21,65,126,46,1
Marcos Senesi,ar ARG,DF,26.0,,26,2242.0,24.9,4.0,5.0,9.0,4.0,0.0,0.0,13.0,0.0,2.0,2.0,1.7,3.7,31.0,127.0,4.0,0.16,0.2,0.36,0.16,0.36,0.08,0.07,0.15,0.08,0.15,Matches,Bournemouth,31.0,,,,,,,,,,,,,,,,4.0,13.0,4.0,30.8,0.52,0.16,0.31,1.0,12.3,0.0,0.0,0.0,2.0,2.0,0.16,2.0,2.0,1005.0,1297.0,77.5,21763.0,9395.0,307.0,340.0,90.3,511.0,570.0,89.6,181.0,345.0,52.5,5.0,1.7,2.5,3.3,22.0,156.0,31.0,11.0,127.0,1244.0,47.0,40.0,4.0,6.0,25.0,7.0,0.0,0.0,0.0,0.0,1005.0,6.0,17.0,49.0,1.97,44.0,0.0,0.0,2.0,1.0,2.0,8.0,0.32,8.0,0.0,0.0,0.0,0.0,0.0,55,32,28,23,4,24,56,42.9,32,50,23,27,35,90,109,1
Justin Kluivert,nl NED,"MF,FW",24.0,,26,1916.0,21.3,7.0,1.0,8.0,7.0,0.0,0.0,5.0,0.0,6.2,6.2,1.9,8.1,65.0,50.0,114.0,0.33,0.05,0.38,0.33,0.38,0.29,0.09,0.38,0.29,0.38,Matches,Bournemouth,32.0,,,,,,,,,,,,,,,,7.0,56.0,20.0,35.7,2.63,0.94,0.13,0.35,17.4,3.0,0.0,0.0,6.2,6.2,0.11,0.8,0.8,288.0,421.0,68.4,4393.0,1193.0,147.0,194.0,75.8,104.0,137.0,75.9,18.0,32.0,56.3,1.0,1.9,1.6,-0.9,21.0,10.0,24.0,2.0,50.0,399.0,18.0,1.0,0.0,3.0,29.0,7.0,2.0,0.0,0.0,1.0,288.0,4.0,19.0,59.0,2.77,37.0,0.0,9.0,6.0,4.0,3.0,5.0,0.23,3.0,0.0,1.0,0.0,0.0,1.0,28,14,5,12,11,8,30,26.7,22,16,1,15,8,36,11,0
Adam Smith,eng ENG,DF,32.0,,25,2150.0,23.9,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.1,0.1,1.3,1.4,24.0,89.0,28.0,0.0,0.08,0.08,0.0,0.08,0.0,0.05,0.06,0.0,0.06,Matches,Bournemouth,28.0,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.08,0.0,0.0,,26.9,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,782.0,1025.0,76.3,12722.0,5225.0,397.0,443.0,89.6,325.0,401.0,81.0,51.0,141.0,36.2,2.0,1.3,1.7,0.7,17.0,58.0,23.0,17.0,89.0,793.0,229.0,14.0,3.0,1.0,39.0,215.0,0.0,0.0,0.0,0.0,782.0,3.0,26.0,31.0,1.3,26.0,4.0,0.0,0.0,1.0,0.0,5.0,0.21,5.0,0.0,0.0,0.0,0.0,0.0,37,23,18,11,8,19,39,48.7,20,28,11,17,21,58,62,0
Marcus Tavernier,eng ENG,FW,24.0,,25,2118.0,23.5,3.0,4.0,7.0,3.0,0.0,0.0,3.0,0.0,3.9,3.9,5.2,9.1,79.0,84.0,171.0,0.13,0.17,0.3,0.13,0.3,0.17,0.22,0.39,0.17,0.39,Matches,Bournemouth,30.0,,,,,,,,,,,,,,,,3.0,53.0,16.0,30.2,2.25,0.68,0.06,0.19,20.0,4.0,0.0,0.0,3.9,3.9,0.07,-0.9,-0.9,658.0,920.0,71.5,10699.0,3392.0,358.0,421.0,85.0,222.0,282.0,78.7,60.0,142.0,42.3,4.0,5.2,4.2,-1.2,44.0,46.0,35.0,7.0,84.0,790.0,121.0,25.0,3.0,8.0,116.0,35.0,59.0,45.0,2.0,1.0,658.0,9.0,27.0,101.0,4.29,72.0,14.0,5.0,5.0,4.0,1.0,9.0,0.38,6.0,2.0,0.0,0.0,1.0,0.0,53,34,25,22,6,26,48,54.2,22,31,3,28,5,58,23,0
Antoine Semenyo,gh GHA,FW,23.0,,25,2105.0,23.4,8.0,2.0,10.0,8.0,0.0,0.0,6.0,0.0,4.6,4.6,3.2,7.8,89.0,64.0,188.0,0.34,0.09,0.43,0.34,0.43,0.2,0.14,0.34,0.2,0.34,Matches,Bournemouth,33.0,,,,,,,,,,,,,,,,8.0,70.0,30.0,42.9,2.99,1.28,0.11,0.27,17.8,0.0,0.0,0.0,4.6,4.6,0.07,3.4,3.4,452.0,647.0,69.9,6944.0,1597.0,254.0,324.0,78.4,160.0,214.0,74.8,25.0,49.0,51.0,2.0,3.2,2.3,-1.2,29.0,28.0,28.0,7.0,64.0,632.0,11.0,0.0,5.0,3.0,45.0,11.0,0.0,0.0,0.0,0.0,452.0,4.0,26.0,72.0,3.08,50.0,0.0,11.0,9.0,1.0,1.0,7.0,0.3,4.0,0.0,0.0,1.0,1.0,1.0,24,17,7,9,8,9,27,33.3,18,39,2,37,6,30,21,0
Milos Kerkez,hu HUN,DF,19.0,,22,1970.0,21.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.2,1.2,0.8,2.0,46.0,44.0,93.0,0.0,0.05,0.05,0.0,0.05,0.06,0.04,0.09,0.06,0.09,Matches,Bournemouth,28.0,,,,,,,,,,,,,,,,0.0,16.0,5.0,31.3,0.73,0.23,0.0,0.0,19.3,0.0,0.0,0.0,1.2,1.2,0.08,-1.2,-1.2,613.0,844.0,72.6,9811.0,3390.0,322.0,375.0,85.9,237.0,333.0,71.2,43.0,94.0,45.7,1.0,0.8,1.0,0.2,12.0,34.0,14.0,9.0,44.0,677.0,165.0,5.0,1.0,3.0,55.0,160.0,0.0,0.0,0.0,0.0,613.0,2.0,20.0,32.0,1.46,25.0,0.0,0.0,4.0,2.0,1.0,4.0,0.18,2.0,0.0,0.0,0.0,1.0,1.0,47,26,31,13,3,30,42,71.4,12,31,11,20,20,67,60,2
Lloyd Kelly,eng ENG,DF,24.0,,17,1559.0,17.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,1.2,1.6,15.0,56.0,28.0,0.0,0.06,0.06,0.0,0.06,0.02,0.07,0.09,0.02,0.09,Matches,Bournemouth,23.0,,,,,,,,,,,,,,,,0.0,4.0,1.0,25.0,0.23,0.06,0.0,0.0,8.6,0.0,0.0,0.0,0.3,0.3,0.08,-0.3,-0.3,673.0,906.0,74.3,13526.0,4407.0,234.0,277.0,84.5,341.0,400.0,85.3,90.0,191.0,47.1,1.0,1.2,0.8,-0.2,9.0,76.0,7.0,4.0,56.0,771.0,129.0,22.0,1.0,10.0,21.0,107.0,0.0,0.0,0.0,0.0,673.0,6.0,19.0,29.0,1.67,24.0,2.0,1.0,0.0,1.0,1.0,3.0,0.17,3.0,0.0,0.0,0.0,0.0,0.0,24,19,10,9,5,14,25,56.0,11,22,12,10,13,37,67,0
Philip Billing,dk DEN,MF,27.0,,13,1398.0,15.5,2.0,2.0,4.0,2.0,0.0,0.0,3.0,1.0,2.5,2.5,3.2,5.7,22.0,53.0,63.0,0.13,0.13,0.26,0.13,0.26,0.16,0.21,0.36,0.16,0.36,Matches,Bournemouth,29.0,,,,,,,,,,,,,,,,2.0,30.0,8.0,26.7,1.93,0.52,0.07,0.25,20.6,7.0,0.0,0.0,2.5,2.5,0.08,-0.5,-0.5,404.0,537.0,75.2,6037.0,1791.0,232.0,279.0,83.2,121.0,153.0,79.1,31.0,56.0,55.4,2.0,3.2,2.1,-1.2,23.0,39.0,15.0,4.0,53.0,518.0,17.0,4.0,0.0,6.0,29.0,5.0,6.0,3.0,1.0,0.0,404.0,2.0,17.0,46.0,2.96,40.0,2.0,1.0,2.0,1.0,0.0,5.0,0.32,5.0,0.0,0.0,0.0,0.0,0.0,33,16,7,22,4,9,27,33.3,18,31,5,26,20,53,28,1
Max Aarons,eng ENG,DF,23.0,,13,1237.0,13.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.9,22.0,43.0,26.0,0.0,0.07,0.07,0.0,0.07,0.0,0.06,0.06,0.0,0.06,Matches,Bournemouth,20.0,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.15,0.0,0.0,,23.9,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,450.0,581.0,77.5,7402.0,2789.0,220.0,248.0,88.7,188.0,235.0,80.0,34.0,63.0,54.0,1.0,0.8,0.9,0.2,7.0,25.0,13.0,2.0,43.0,453.0,127.0,11.0,2.0,3.0,13.0,116.0,0.0,0.0,0.0,0.0,450.0,1.0,23.0,23.0,1.68,16.0,4.0,0.0,0.0,3.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,29,19,20,7,2,20,34,58.8,14,9,5,4,8,37,27,0
Dango Ouattara,bf BFA,"FW,DF",21.0,,12,1229.0,13.7,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,2.6,2.6,1.5,4.1,47.0,35.0,90.0,0.07,0.15,0.22,0.07,0.22,0.19,0.11,0.3,0.19,0.3,Matches,Bournemouth,30.0,,,,,,,,,,,,,,,,1.0,30.0,7.0,23.3,2.2,0.51,0.03,0.14,15.2,0.0,0.0,0.0,2.6,2.6,0.09,-1.6,-1.6,371.0,558.0,66.5,5941.0,1943.0,190.0,255.0,74.5,147.0,201.0,73.1,25.0,57.0,43.9,2.0,1.5,1.4,0.5,17.0,25.0,11.0,5.0,35.0,473.0,84.0,8.0,2.0,1.0,36.0,73.0,3.0,0.0,0.0,0.0,371.0,1.0,23.0,45.0,3.3,34.0,1.0,4.0,2.0,1.0,3.0,3.0,0.22,3.0,0.0,0.0,0.0,0.0,0.0,45,27,22,11,12,19,34,55.9,15,18,3,15,22,67,35,0
Alex Scott,eng ENG,MF,19.0,,11,1014.0,11.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,1.7,2.4,24.0,50.0,35.0,0.09,0.09,0.18,0.09,0.18,0.06,0.15,0.22,0.06,0.22,Matches,Bournemouth,23.0,,,,,,,,,,,,,,,,1.0,15.0,3.0,20.0,1.33,0.27,0.07,0.33,22.8,2.0,0.0,0.0,0.7,0.7,0.05,0.3,0.3,361.0,474.0,76.2,5733.0,1583.0,186.0,227.0,81.9,138.0,161.0,85.7,25.0,60.0,41.7,1.0,1.7,1.1,-0.7,22.0,22.0,15.0,2.0,50.0,429.0,43.0,10.0,2.0,4.0,36.0,4.0,26.0,22.0,1.0,0.0,361.0,2.0,10.0,44.0,3.91,32.0,5.0,2.0,2.0,2.0,1.0,3.0,0.27,2.0,0.0,1.0,0.0,0.0,0.0,24,15,8,10,6,12,28,42.9,16,14,4,10,12,36,18,2
Luis Sinisterra,co COL,"FW,MF",24.0,,7,699.0,7.8,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.5,2.5,2.4,5.0,51.0,38.0,85.0,0.26,0.26,0.52,0.26,0.52,0.33,0.31,0.64,0.33,0.64,Matches,Bournemouth,20.0,,,,,,,,,,,,,,,,2.0,27.0,8.0,29.6,3.48,1.03,0.07,0.25,13.9,0.0,0.0,0.0,2.5,2.5,0.09,-0.5,-0.5,226.0,292.0,77.4,3223.0,747.0,145.0,169.0,85.8,57.0,66.0,86.4,13.0,20.0,65.0,2.0,2.4,1.1,-0.4,20.0,9.0,16.0,1.0,38.0,292.0,0.0,0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,16.0,42.0,5.42,27.0,0.0,9.0,4.0,0.0,2.0,3.0,0.39,0.0,0.0,0.0,3.0,0.0,0.0,23,12,9,10,4,9,16,56.3,7,18,0,18,8,31,4,0
Chris Mepham,wls WAL,DF,25.0,,6,617.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.5,4.0,25.0,1.0,0.0,0.15,0.15,0.0,0.15,0.01,0.06,0.07,0.01,0.07,Matches,Bournemouth,10.0,,,,,,,,,,,,,,,,0.0,1.0,1.0,100.0,0.15,0.15,0.0,0.0,8.8,0.0,0.0,0.0,0.1,0.1,0.09,-0.1,-0.1,296.0,359.0,82.5,5965.0,1994.0,96.0,115.0,83.5,163.0,184.0,88.6,35.0,55.0,63.6,1.0,0.4,0.5,0.6,3.0,34.0,4.0,0.0,25.0,350.0,8.0,5.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,296.0,1.0,1.0,11.0,1.6,8.0,1.0,0.0,0.0,0.0,2.0,2.0,0.29,2.0,0.0,0.0,0.0,0.0,0.0,12,11,9,3,0,9,14,64.3,5,13,6,7,7,19,30,1
Mark Travers,ie IRL,GK,24.0,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,4.0,5.0,1.25,18.0,13.0,77.8,2.0,0.0,2.0,2.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,67.0,118.0,56.8,2248.0,1616.0,10.0,10.0,100.0,31.0,31.0,100.0,26.0,77.0,33.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,76.0,42.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,2.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Joe Rothwell,eng ENG,MF,28.0,,3,386.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,6.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches,Bournemouth,11.0,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.47,0.0,0.0,,22.7,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,179.0,216.0,82.9,3185.0,863.0,65.0,68.0,95.6,100.0,108.0,92.6,10.0,30.0,33.3,0.0,0.2,0.2,-0.2,4.0,20.0,1.0,0.0,20.0,194.0,20.0,11.0,0.0,1.0,12.0,0.0,8.0,6.0,0.0,1.0,179.0,2.0,3.0,12.0,2.8,6.0,3.0,1.0,1.0,1.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,7,2,4,2,1,2,8,25.0,6,4,2,2,3,10,2,0
Enes Ünal,tr TUR,"FW,MF",26.0,,2,328.0,3.6,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,2.9,2.9,1.0,3.9,4.0,7.0,28.0,0.55,0.55,1.1,0.55,1.1,0.8,0.28,1.07,0.8,1.07,Matches,Bournemouth,16.0,,,,,,,,,,,,,,,,2.0,23.0,8.0,34.8,6.31,2.2,0.09,0.25,12.5,2.0,0.0,0.0,2.9,2.9,0.13,-0.9,-0.9,55.0,75.0,73.3,698.0,213.0,35.0,45.0,77.8,12.0,16.0,75.0,4.0,5.0,80.0,2.0,1.0,0.1,1.0,5.0,10.0,2.0,0.0,7.0,68.0,7.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,5.0,12.0,3.28,4.0,0.0,1.0,5.0,1.0,1.0,3.0,0.82,1.0,0.0,0.0,2.0,0.0,0.0,6,4,2,3,1,2,5,40.0,3,4,2,2,1,7,6,0
David Brooks,wls WAL,"FW,MF",26.0,,2,282.0,3.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,1.0,3.2,8.0,21.0,27.0,0.32,0.32,0.64,0.32,0.64,0.7,0.33,1.03,0.7,1.03,Matches,Bournemouth,13.0,,,,,,,,,,,,,,,,1.0,13.0,5.0,38.5,4.15,1.6,0.08,0.2,17.4,0.0,0.0,0.0,2.2,2.2,0.17,-1.2,-1.2,95.0,132.0,72.0,1545.0,666.0,47.0,55.0,85.5,34.0,42.0,81.0,10.0,23.0,43.5,1.0,1.0,0.5,0.0,8.0,14.0,12.0,3.0,21.0,120.0,12.0,1.0,1.0,1.0,15.0,5.0,6.0,5.0,0.0,0.0,95.0,0.0,6.0,20.0,6.41,16.0,1.0,1.0,1.0,1.0,0.0,3.0,0.96,2.0,0.0,1.0,0.0,0.0,0.0,5,4,2,1,2,2,4,50.0,2,3,0,3,2,7,2,0
Ionuț Radu,ro ROU,GK,26.0,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,2.0,7.0,3.5,11.0,4.0,36.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,56.0,68.0,82.4,1211.0,583.0,19.0,19.0,100.0,29.0,30.0,96.7,8.0,19.0,42.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Jaidon Anthony,eng ENG,FW,23.0,,2,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,2.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Bournemouth,3.0,,,,,,,,,,,,,,,,0.0,2.0,1.0,50.0,1.18,0.59,0.0,0.0,24.5,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,30.0,45.0,66.7,453.0,139.0,17.0,20.0,85.0,10.0,14.0,71.4,1.0,6.0,16.7,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,8.0,42.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,3.0,3.0,1.78,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,0,2,1,7,14.3,6,3,0,3,1,4,3,0
Tyler Adams,us USA,MF,24.0,,1,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,Bournemouth,3.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,59.0,71.0,83.1,973.0,262.0,35.0,39.0,89.7,18.0,24.0,75.0,6.0,8.0,75.0,0.0,0.1,0.0,-0.1,1.0,9.0,0.0,0.0,5.0,67.0,4.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,3.0,2.25,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,3,0,2,3,66.7,1,2,0,2,4,8,2,0
James Hill,eng ENG,DF,21.0,,1,76.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,5.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,28.0,42.0,66.7,542.0,243.0,13.0,16.0,81.3,8.0,13.0,61.5,5.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,34.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,28.0,0.0,2.0,1.0,1.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,2,0,1,1,100.0,0,3,2,1,3,6,8,0
Kieffer Moore,wls WAL,"FW,MF",30.0,,0,108.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.2,1.7,2.0,4.0,15.0,0.83,0.0,0.83,0.83,0.83,1.23,0.2,1.44,1.23,1.44,Matches,Bournemouth,8.0,,,,,,,,,,,,,,,,1.0,6.0,2.0,33.3,5.0,1.67,0.17,0.5,12.5,0.0,0.0,0.0,1.5,1.5,0.25,-0.5,-0.5,28.0,42.0,66.7,272.0,91.0,22.0,29.0,75.9,4.0,8.0,50.0,0.0,0.0,,0.0,0.2,0.3,-0.2,2.0,2.0,2.0,0.0,4.0,41.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,3.0,5.0,4.17,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Hamed Junior Traorè,ci CIV,MF,23.0,,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.34,0.07,0.41,0.34,0.41,Matches,Bournemouth,3.0,,,,,,,,,,,,,,,,0.0,3.0,2.0,66.7,5.74,3.83,0.0,0.0,25.9,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2,18.0,27.0,66.7,244.0,59.0,10.0,11.0,90.9,6.0,8.0,75.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,26.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0,1.0,4.0,7.66,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,3,33.3,2,3,0,3,0,1,0,0
Romain Faivre,fr FRA,"MF,FW",25.0,,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,Matches,Bournemouth,5.0,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,4.39,0.0,0.0,,17.0,0.0,0.0,0.0,0.2,0.2,0.08,-0.2,-0.2,19.0,26.0,73.1,251.0,114.0,9.0,12.0,75.0,7.0,7.0,100.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,25.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,2.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,3,0.0,3,0,0,0,0,1,0,0
Dominic Sadi,eng ENG,FW,19.0,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Bournemouth,1.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Michael DaCosta,es ESP,FW,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Greenwood,ie IRL,DF,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Bournemouth,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
